Date,forecast_load_mw,Temperature
2019-03-19,10998.888888888889,39.5
2019-03-20,10917.738888888887,41.0
2019-03-21,10834.95,40.5
2019-03-22,10695.272222222222,37.5
2019-03-23,9905.727777777778,39.0
2019-03-24,9260.866666666669,42.0
2019-03-25,10667.594444444445,34.0
2019-03-26,10946.544444444444,35.5
2019-03-27,10680.65,44.0
2019-03-28,10352.85,54.5
2019-03-29,10193.194444444443,47.0
2019-03-30,9665.666666666666,37.0
2019-03-31,9516.3,31.5
2019-04-01,10580.466666666667,37.5
2019-04-02,10507.722222222224,47.0
2019-04-03,10286.483333333334,47.5
2019-04-04,10507.744444444445,43.0
2019-04-05,10296.138888888889,48.0
2019-04-06,9281.144444444444,52.5
2019-04-07,8621.672222222222,59.0
2019-04-08,9849.022222222222,62.5
2019-04-09,10006.272222222222,52.5
2019-04-10,10341.722222222224,36.5
2019-04-11,10447.977777777778,46.5
2019-04-12,10006.027777777776,44.5
2019-04-13,9273.95,43.5
2019-04-14,9174.927777777775,35.5
2019-04-15,10439.333333333334,41.5
2019-04-16,10357.81111111111,59.0
2019-04-17,10197.56111111111,60.5
2019-04-18,10103.216666666667,54.5
2019-04-19,9995.461111111112,46.0
2019-04-20,9015.755555555555,50.0
2019-04-21,8412.866666666667,60.5
2019-04-22,9734.677777777775,69.0
2019-04-23,9966.772222222222,57.0
2019-04-24,9861.905555555555,53.0
2019-04-25,9841.761111111113,56.5
2019-04-26,9695.144444444444,56.0
2019-04-27,9098.733333333334,40.5
2019-04-28,8977.966666666667,41.5
2019-04-29,10028.261111111113,47.0
2019-04-30,10104.416666666666,42.5
2019-05-01,10104.372222222222,50.5
2019-05-02,10022.75,44.0
2019-05-03,9788.644444444444,47.5
2019-05-04,8987.66111111111,50.5
2019-05-05,8433.727777777778,59.5
2019-05-06,9611.861111111111,57.5
2019-05-07,9965.31111111111,46.5
2019-05-08,10039.18888888889,57.0
2019-05-09,10062.133333333331,56.5
2019-05-10,9796.533333333333,51.0
2019-05-11,8962.983333333334,48.5
2019-05-12,8516.261111111111,47.0
2019-05-13,9706.594444444445,51.5
2019-05-14,10007.077777777778,56.0
2019-05-15,10130.622222222222,62.5
2019-05-16,10548.055555555557,68.5
2019-05-17,10278.283333333333,56.5
2019-05-18,9508.722222222224,62.0
2019-05-19,9068.455555555556,60.5
2019-05-20,9708.205555555556,51.0
2019-05-21,9960.238888888887,49.5
2019-05-22,10434.905555555555,65.5
2019-05-23,10987.31111111111,67.5
2019-05-24,10722.677777777775,64.5
2019-05-25,10558.85,75.5
2019-05-26,9712.25,64.0
2019-05-27,9002.038888888888,63.0
2019-05-28,10287.144444444444,61.0
2019-05-29,10238.444444444443,63.5
2019-05-30,10350.06111111111,69.0
2019-05-31,11196.06111111111,70.5
2019-06-01,10755.483333333334,66.5
2019-06-02,8993.144444444444,60.5
2019-06-03,9902.511111111113,58.0
2019-06-04,10750.988888888887,69.0
2019-06-05,12111.916666666666,71.0
2019-06-06,11403.683333333332,65.5
2019-06-07,11289.038888888888,66.5
2019-06-08,10523.18888888889,66.5
2019-06-09,9582.822222222225,69.0
2019-06-10,10556.827777777778,67.0
2019-06-11,11150.83888888889,69.5
2019-06-12,10960.55,61.5
2019-06-13,10250.8,59.5
2019-06-14,10274.5,66.0
2019-06-15,9785.727777777778,62.0
2019-06-16,9203.711111111112,57.0
2019-06-17,9889.666666666666,61.0
2019-06-18,10578.494444444445,66.0
2019-06-19,10782.0,64.0
2019-06-20,10419.35,62.5
2019-06-21,10398.383333333331,62.0
2019-06-22,9731.488888888887,68.5
2019-06-23,10300.81111111111,72.0
2019-06-24,12232.233333333334,72.0
2019-06-25,12759.327777777778,73.5
2019-06-26,13818.577777777778,74.0
2019-06-27,14861.533333333333,78.5
2019-06-28,15608.027777777776,80.5
2019-06-29,14136.077777777778,78.0
2019-06-30,13385.466666666667,80.5
2019-07-01,15193.511111111113,79.0
2019-07-02,16221.05,83.0
2019-07-03,15113.91111111111,77.5
2019-07-04,13607.238888888887,80.5
2019-07-05,14961.083333333334,82.0
2019-07-06,13609.422222222222,75.0
2019-07-07,11136.0,70.5
2019-07-08,12297.75,71.5
2019-07-09,13329.766666666666,74.5
2019-07-10,15405.627777777778,84.5
2019-07-11,14522.511111111113,73.5
2019-07-12,13613.711111111112,83.0
2019-07-13,13904.266666666666,76.5
2019-07-14,13797.122222222222,80.5
2019-07-15,16087.022222222222,83.0
2019-07-16,15974.172222222222,76.5
2019-07-17,16595.85,72.0
2019-07-18,17266.61111111111,75.0
2019-07-19,18157.47777777777,87.0
2019-07-20,17248.472222222223,84.0
2019-07-21,13463.222222222224,73.0
2019-07-22,12438.922222222222,68.5
2019-07-23,12501.416666666666,74.0
2019-07-24,12802.444444444443,66.0
2019-07-25,13309.866666666669,67.5
2019-07-26,13909.133333333331,70.0
2019-07-27,13947.316666666668,80.0
2019-07-28,14038.672222222222,81.0
2019-07-29,14773.522222222222,76.0
2019-07-30,13493.477777777778,71.5
2019-07-31,12308.283333333333,67.5
2019-08-01,12345.916666666666,68.5
2019-08-02,12762.094444444445,72.0
2019-08-03,12498.205555555556,76.0
2019-08-04,12727.022222222222,79.5
2019-08-05,14854.955555555556,80.0
2019-08-06,14974.966666666667,76.5
2019-08-07,14802.866666666669,77.0
2019-08-08,14922.722222222224,77.0
2019-08-09,13533.905555555555,72.5
2019-08-10,12201.072222222225,77.0
2019-08-11,12025.533333333333,74.5
2019-08-12,14242.261111111113,77.5
2019-08-13,13970.738888888887,76.5
2019-08-14,13206.627777777778,74.5
2019-08-15,12742.572222222225,71.0
2019-08-16,12588.75,74.0
2019-08-17,12483.883333333331,74.5
2019-08-18,12453.816666666668,75.0
2019-08-19,14184.294444444444,76.5
2019-08-20,14722.005555555555,75.0
2019-08-21,14721.18888888889,74.0
2019-08-22,13436.58888888889,70.0
2019-08-23,11999.58888888889,66.0
2019-08-24,10505.694444444443,67.5
2019-08-25,10013.011111111113,69.5
2019-08-26,11741.011111111113,68.5
2019-08-27,12534.794444444444,72.0
2019-08-28,12046.583333333334,66.5
2019-08-29,12182.716666666667,71.0
2019-09-01,9912.3,67.5
2019-09-02,10345.383333333331,71.5
2019-09-03,12441.011111111113,73.5
2019-09-04,11979.994444444445,64.0
2019-09-06,11194.767605633802,66.5
2019-09-07,10239.855555555556,67.0
2019-09-08,9228.211111111112,64.5
2019-09-09,10658.477777777778,66.5
2019-09-10,13201.05,69.0
2019-09-11,14914.81111111111,70.5
2019-09-12,14332.25,69.0
2019-09-13,13003.072222222225,66.0
2019-09-14,10743.483333333334,67.5
2019-09-15,10418.611111111111,63.5
2019-09-16,12443.827777777778,62.0
2019-09-17,12566.844444444445,60.0
2019-09-18,12610.666666666666,67.5
2019-09-19,13015.35,69.5
2019-09-20,13372.388888888889,76.0
2019-09-21,12553.45,74.5
2019-09-22,10988.372222222222,71.5
2019-09-23,11140.294444444444,66.5
2019-09-24,11258.255555555555,64.5
2019-09-25,11663.7,62.5
2019-09-26,11108.05,68.0
2019-09-27,10750.816666666668,74.0
2019-09-28,9747.422222222222,74.5
2019-09-29,9036.116666666669,63.0
2019-09-30,11215.127777777778,74.0
2019-10-01,13449.527777777776,77.0
2019-10-02,12342.577777777778,62.5
2019-10-03,10628.905555555555,58.0
2019-10-04,10018.805555555557,51.5
2019-10-05,9110.75,55.5
2019-10-06,8492.022222222222,58.0
2019-10-07,9788.85,58.5
2019-10-08,10144.672222222222,58.0
2019-10-09,10202.544444444444,60.0
2019-10-10,10396.344444444445,62.0
2019-10-11,10244.544444444444,53.0
2019-10-12,9204.077777777778,44.5
2019-10-13,8722.966666666667,54.5
2019-10-14,9889.888888888889,46.5
2019-10-15,10170.7,51.5
2019-10-16,10153.844444444445,50.5
2019-10-17,10153.544444444444,55.5
2019-10-18,10110.855555555556,47.5
2019-10-19,9126.805555555557,56.0
2019-10-20,8479.605555555556,45.5
2019-10-21,9751.605555555556,58.5
2019-10-22,10146.55,47.5
2019-10-23,10119.977777777778,46.0
2019-10-24,10182.138888888889,48.5
2019-10-25,10114.75,45.5
2019-10-26,9358.044444444444,49.5
2019-10-27,8755.744444444445,42.0
2019-10-28,9973.6,45.0
2019-10-29,10471.95,40.0
2019-10-30,10769.827777777778,36.5
2019-11-01,11032.45,33.5
2019-11-02,10113.072222222225,36.5
2019-11-03,9431.732954545454,41.5
2019-11-04,10391.455555555556,44.5
2019-11-05,10908.277777777776,35.0
2019-11-06,10984.716666666667,42.0
2019-11-07,11400.866666666669,25.5
2019-11-08,11757.038888888888,24.0
2019-11-09,10668.516666666666,36.5
2019-11-10,9739.75,38.0
2019-11-11,11048.83888888889,23.0
2019-11-12,12266.4,12.0
2019-11-13,12355.033333333333,19.0
2019-11-14,11989.683333333332,27.0
2019-11-15,11876.194444444443,30.0
2019-11-16,10799.038888888888,34.0
2019-11-17,10108.355555555556,38.5
2019-11-18,11049.166666666666,37.0
2019-11-19,11242.577777777778,42.5
2019-11-20,11062.538888888888,34.0
2019-11-21,10806.877777777778,45.5
2019-11-22,11046.0,33.0
2019-11-23,10449.566666666668,32.0
2019-11-24,9814.68888888889,41.0
2019-11-25,10689.027777777776,45.0
2019-11-26,10810.45810055866,41.0
2019-11-27,11038.707006369426,44.0
2019-11-28,10370.891428571427,36.5
2019-11-29,9850.8,38.0
2019-12-01,9707.7,36.0
2019-12-02,11169.15,32.0
2019-12-03,11577.08888888889,34.5
2019-12-04,11331.1,37.0
2019-12-05,11335.905555555555,36.0
2019-12-06,11275.172222222222,34.5
2019-12-07,10645.322222222225,31.0
2019-12-08,9907.927777777775,40.5
2019-12-09,10669.233333333334,35.5
2019-12-10,11744.683333333332,32.5
2019-12-11,12331.622222222222,26.5
2019-12-12,12152.977777777778,32.0
2019-12-13,11601.488888888887,39.5
2019-12-14,10704.616666666669,29.5
2019-12-15,10532.477777777778,22.5
2019-12-16,11576.06111111111,27.0
2019-12-17,11966.333333333334,24.0
2019-12-18,12255.877777777778,18.5
2019-12-19,12571.972222222224,25.0
2019-12-20,11968.205555555556,32.0
2019-12-21,10683.283333333333,39.5
2019-12-22,9866.272222222222,42.5
2019-12-23,10661.755555555555,42.5
2019-12-24,10073.261111111113,46.5
2019-12-25,9240.672222222222,47.0
2019-12-26,10114.261111111113,49.0
2019-12-27,10425.644444444444,32.5
2019-12-28,9963.68888888889,37.5
2019-12-29,9268.872222222222,52.0
2019-12-30,10500.644444444444,37.0
2019-12-31,11375.916666666666,26.0
2020-01-01,10377.3,31.5
2020-01-02,10657.95,42.5
2020-01-03,10729.3,37.0
2020-01-04,10447.65,29.5
2020-01-05,10015.916666666666,33.0
2020-01-06,10889.683333333332,34.5
2020-01-07,11263.644444444444,34.0
2020-01-08,11822.777777777776,21.5
2020-01-09,11917.355555555556,36.5
2020-01-10,11059.961111111112,43.0
2020-01-11,10470.572222222225,31.0
2020-01-12,10334.044444444444,27.0
2020-01-13,11140.894444444444,32.0
2020-01-14,11331.988888888887,32.0
2020-01-15,11338.666666666666,30.5
2020-01-16,11739.427777777775,20.0
2020-01-17,12114.31111111111,20.0
2020-01-18,11059.444444444443,20.0
2020-01-19,11159.25,10.5
2020-01-20,12034.733333333334,24.0
2020-01-21,12305.155555555555,22.0
2020-01-22,12018.905555555555,29.0
2020-01-23,11716.31111111111,31.5
2020-01-24,11442.322222222225,34.5
2020-01-25,10642.388888888889,33.0
2020-01-26,10226.533333333333,30.0
2020-01-27,11306.65,31.0
2020-01-28,11558.083333333334,32.0
2020-01-29,11583.633333333331,32.0
2020-01-30,11507.4,33.5
2020-01-31,11344.705555555556,34.5
2020-02-01,10594.166666666666,36.0
2020-02-02,9757.616666666669,43.5
2020-02-03,10565.772222222222,39.0
2020-02-04,11286.883333333331,35.0
2020-02-05,11665.672222222222,30.0
2020-02-06,11708.022222222222,28.5
2020-02-07,11550.166666666666,31.0
2020-02-08,10796.683333333332,32.5
2020-02-09,10323.255555555555,31.0
2020-02-10,11189.08888888889,32.5
2020-02-11,11553.711111111112,30.5
2020-02-12,11613.011111111113,30.5
2020-02-13,11997.455555555556,18.0
2020-02-14,12904.177777777775,6.5
2020-02-15,11738.272222222222,20.0
2020-02-16,10438.827777777778,31.5
2020-02-17,11142.255555555555,34.5
2020-02-18,11327.266666666666,32.0
2020-02-19,11742.111111111111,23.5
2020-02-20,12172.916666666666,17.0
2020-02-21,12028.488888888887,25.0
2020-02-22,10624.783333333333,39.5
2020-02-23,9507.05,45.0
2020-02-24,10522.238888888887,39.0
2020-02-25,11193.105555555556,37.0
2020-02-26,11517.255555555555,29.5
2020-02-27,11657.05,26.5
2020-02-28,11697.833333333334,24.5
2020-02-29,10889.361111111111,27.0
2020-03-01,9758.861111111111,45.0
2020-03-02,10339.072222222225,42.0
2020-03-03,10722.18888888889,40.5
2020-03-04,10723.1,40.5
2020-03-05,10758.955555555556,43.0
2020-03-06,10840.338028169012,34.0
2020-03-07,10678.54347826087,39.0
2020-03-08,9081.172413793103,54.5
2020-03-09,10057.074468085106,52.5
2020-03-10,10384.66304347826,43.0
2020-03-11,10563.55,40.5
2020-03-12,10428.7,47.5
2020-03-13,10262.16111111111,42.0
2020-03-14,9866.31111111111,36.5
2020-03-15,9645.972222222224,36.5
2020-03-16,10544.994444444445,35.0
2020-03-17,10561.45,43.0
2020-03-18,10557.172222222222,42.5
2020-03-19,10319.922222222222,52.5
2020-03-20,10227.288888888888,47.0
2020-03-21,10094.933333333332,30.5
2020-03-22,9709.444444444443,31.5
2020-03-23,10494.222222222224,39.0
2020-03-24,10404.766666666666,41.5
2020-03-25,10167.91111111111,47.5
2020-03-26,10050.388888888889,43.5
2020-03-27,9951.383333333331,40.0
2020-03-28,9021.277777777776,41.5
2020-03-29,8586.9,53.5
2020-03-30,9761.355555555556,45.0
2020-03-31,10198.005555555555,40.0
2020-04-01,10085.788888888888,45.5
2020-04-02,9562.961111111112,47.5
2020-04-03,9206.25,58.0
2020-04-04,8620.461111111112,44.5
2020-04-05,8419.56111111111,43.5
2020-04-06,9389.005555555555,49.5
2020-04-07,9787.783333333333,65.5
2020-04-08,9706.927777777775,61.0
2020-04-09,9578.138888888889,43.0
2020-04-10,9330.05,41.5
2020-04-11,8449.238888888889,52.5
2020-04-12,7856.355555555556,57.5
2020-04-13,8884.555555555555,45.0
2020-04-14,9497.016666666666,35.5
2020-04-15,9734.18888888889,33.5
2020-04-16,9575.711111111112,37.5
2020-04-17,9503.716666666667,38.0
2020-04-18,8777.305555555555,46.5
2020-04-19,8031.277777777777,50.5
2020-04-20,9031.41111111111,50.0
2020-04-21,9272.972222222224,44.5
2020-04-22,9346.344444444445,51.5
2020-04-23,8986.444444444445,50.0
2020-04-24,8817.327777777778,45.0
2020-04-25,8583.122222222222,44.5
2020-04-26,8197.555555555555,52.0
2020-04-27,9117.072222222225,54.0
2020-04-28,9439.516666666666,45.0
2020-04-29,9335.211111111112,49.0
2020-05-01,8942.844444444445,53.0
2020-05-02,8388.788888888888,68.0
2020-05-03,7880.288888888889,61.0
2020-05-04,8821.361111111111,44.0
2020-05-05,9360.961111111112,51.5
2020-05-06,9241.627777777778,55.5
2020-05-07,9079.444444444443,64.5
2020-05-08,8938.077777777778,40.0
2020-05-09,8488.288888888888,45.0
2020-05-10,8055.3,46.0
2020-05-11,9218.794444444444,46.5
2020-05-12,9319.888888888889,52.0
2020-05-13,9213.677777777775,55.5
2020-05-14,9089.761111111113,63.5
2020-05-15,9367.583333333334,66.5
2020-05-16,8388.366666666667,58.5
2020-05-17,7975.594444444445,60.5
2020-05-18,8921.872222222222,58.5
2020-05-19,9370.555555555557,55.5
2020-05-20,9386.616666666669,59.5
2020-05-21,9225.788888888888,63.5
2020-05-22,9120.794444444444,64.5
2020-05-23,8563.072222222223,68.5
2020-05-24,9269.68888888889,77.0
2020-05-25,10694.066666666668,78.5
2020-05-26,12795.638888888889,72.0
2020-05-27,13113.544444444444,71.5
2020-05-28,12346.916666666666,72.0
2020-05-29,10994.638888888889,67.0
2020-05-30,8921.705555555556,63.5
2020-05-31,8130.938888888889,59.5
2020-06-01,9189.08888888889,64.5
2020-06-02,11862.261111111113,80.5
2020-06-03,13011.222222222224,77.0
2020-06-04,13002.894444444444,79.0
2020-06-05,13709.416666666666,67.5
2020-06-06,11229.627777777778,67.5
2020-06-07,9811.68888888889,67.5
2020-06-08,12702.122222222222,76.0
2020-06-09,13811.155555555555,82.0
2020-06-10,12712.316666666668,73.0
2020-06-11,12097.788888888888,70.5
2020-06-12,10800.055555555557,64.5
2020-06-13,8931.444444444445,59.0
2020-06-14,8299.75,60.5
2020-06-15,9405.777777777776,62.5
2020-06-16,10804.177777777775,71.5
2020-06-17,12238.477777777778,75.5
2020-06-18,13429.872222222222,78.0
2020-06-19,14301.527777777776,81.0
2020-06-20,13492.855555555556,81.0
2020-06-21,12236.216666666667,76.5
2020-06-22,13562.805555555557,77.5
2020-06-23,12043.383333333331,75.5
2020-06-24,11482.433333333332,71.0
2020-06-25,11806.85,74.0
2020-06-26,13079.694444444443,75.0
2020-06-27,13000.722222222224,70.0
2020-06-28,12572.288888888888,72.5
2020-06-29,14011.755555555555,82.5
2020-07-01,15027.566666666668,80.0
2020-07-02,15033.45,80.0
2020-07-03,13806.322222222225,80.0
2020-07-04,13434.044444444444,78.5
2020-07-05,13495.494444444445,82.5
2020-07-06,15546.422222222222,85.0
2020-07-07,16393.716666666667,84.5
2020-07-08,16497.277777777777,83.5
2020-07-09,16126.183333333332,83.0
2020-07-10,14804.888888888889,78.5
2020-07-11,13259.233333333334,73.5
2020-07-12,11789.972222222224,78.5
2020-07-13,12519.022222222222,73.5
2020-07-14,13497.772222222222,77.0
2020-07-15,14512.65,77.0
2020-07-16,14042.683333333332,79.0
2020-07-17,14291.494444444445,76.5
2020-07-18,14930.06111111111,73.0
2020-07-19,14841.294444444444,84.0
2020-07-20,14219.083333333334,78.5
2020-07-21,13384.327777777778,73.0
2020-07-22,13938.65,79.0
2020-07-23,13352.25,78.0
2020-07-24,12984.172222222222,76.0
2020-07-25,13526.494444444445,73.5
2020-07-26,14557.488888888887,70.0
2020-07-27,14924.844444444445,77.0
2020-07-28,14342.511111111113,82.0
2020-07-29,14666.955555555556,75.5
2020-07-30,14004.05,69.5
2020-07-31,13044.972222222224,75.5
2020-08-01,11902.683333333332,74.5
2020-08-02,11291.072222222225,76.5
2020-08-03,11415.288888888888,66.5
2020-08-04,10744.344444444445,67.5
2020-08-05,10677.277777777776,67.5
2020-08-06,11158.766666666666,74.0
2020-08-07,11907.022222222222,78.5
2020-08-08,12208.905555555555,78.5
2020-08-09,13467.466666666667,83.0
2020-08-10,14958.861111111111,76.5
2020-08-11,13690.277777777776,80.0
2020-08-12,12938.494444444445,75.5
2020-08-13,13550.544444444444,78.5
2020-08-14,14001.027777777776,75.5
2020-08-15,13164.344444444445,78.0
2020-08-16,11893.461111111112,79.0
2020-08-17,12906.127777777778,75.0
2020-08-18,12189.388888888889,70.5
2020-08-19,11675.272222222222,77.0
2020-08-20,12254.455555555556,76.0
2020-08-21,13024.594444444445,78.0
2020-08-22,12772.705555555556,78.0
2020-08-23,12892.405555555555,77.5
2020-08-24,15042.066666666668,84.5
2020-08-25,15699.355555555556,81.5
2020-08-26,16218.283333333333,79.5
2020-08-27,16632.216666666667,74.5
2020-08-28,16107.41111111111,86.0
2020-08-29,13331.266666666666,74.0
2020-08-30,10927.622222222222,69.5
2020-09-01,11967.58888888889,72.0
2020-09-02,12332.644444444444,78.5
2020-09-03,13190.011111111113,76.5
2020-09-04,11511.916666666666,68.0
2020-09-05,10581.966666666667,71.5
2020-09-07,9974.521126760565,63.5
2020-09-08,10149.272222222222,62.5
2020-09-09,10023.888888888889,60.5
2020-09-10,9823.277777777776,61.5
2020-09-11,9805.827777777778,64.0
2020-09-12,9360.083333333334,64.5
2020-09-13,9197.6,71.5
2020-09-14,10381.427777777775,71.5
2020-09-15,10835.172222222222,68.5
2020-09-16,11175.605555555556,62.5
2020-09-17,10806.4,72.0
2020-09-18,9828.944444444443,55.0
2020-09-19,8763.005555555555,56.5
2020-09-20,8333.66111111111,60.5
2020-09-21,9547.35,64.0
2020-09-22,10304.622222222222,66.5
2020-09-23,10632.5,64.5
2020-09-24,10714.433333333332,62.5
2020-09-25,10781.422222222222,53.5
2020-09-26,10688.133333333331,56.5
2020-09-27,9939.422222222222,54.0
2020-09-28,9736.055555555557,53.0
2020-09-29,9577.05,53.0
2020-09-30,9599.31111111111,59.5
2020-10-01,9518.755555555555,53.0
2020-10-02,9431.916666666666,48.5
2020-10-03,8686.027777777777,51.0
2020-10-04,8247.494444444445,48.5
2020-10-05,9352.805555555557,50.5
2020-10-06,9666.444444444443,63.5
2020-10-07,10002.422222222222,64.5
2020-10-08,9826.877777777778,60.0
2020-10-09,10023.705555555556,67.0
2020-10-10,9425.288888888888,67.0
2020-10-11,8529.15,62.5
2020-10-12,9499.788888888888,58.5
2020-10-13,9651.138888888889,63.0
2020-10-14,9764.444444444443,51.0
2020-10-15,9639.833333333334,51.5
2020-10-16,9542.655555555555,53.0
2020-10-17,8817.5,45.0
2020-10-18,8487.755555555555,51.0
2020-10-19,9717.194444444443,50.0
2020-10-20,9870.127777777778,53.0
2020-10-21,9662.377777777778,42.0
2020-10-22,9689.85,62.5
2020-10-23,9609.427777777775,55.0
2020-10-24,9055.427777777775,41.5
2020-10-25,8813.555555555555,39.0
2020-10-26,9991.18888888889,38.5
2020-10-27,10295.366666666669,40.0
2020-10-28,10148.422222222222,37.5
2020-11-01,9171.676136363636,42.5
2020-11-02,10568.216666666667,39.5
2020-11-03,10357.205555555556,54.0
2020-11-04,10015.466666666667,63.0
2020-11-05,10052.427777777775,63.0
2020-11-06,9948.644444444444,62.5
2020-11-07,9081.116666666669,63.0
2020-11-08,8625.316666666668,64.0
2020-11-09,9855.55,61.0
2020-11-10,10375.927777777775,40.0
2020-11-11,9809.594444444445,44.5
2020-11-12,9880.6,42.5
2020-11-13,10122.2,50.5
2020-11-14,9653.43888888889,53.5
2020-11-15,9082.483333333334,49.0
2020-11-16,10154.077777777778,58.0
2020-11-17,10458.43888888889,60.0
2020-11-18,10489.927777777775,54.5
2020-11-19,10108.961111111112,58.0
2020-11-20,9754.705555555556,57.0
2020-11-21,9167.7,57.0
2020-11-22,9032.694444444443,44.0
2020-11-23,10173.822222222225,57.5
2020-11-24,10570.372222222222,61.5
2020-11-25,10319.4,61.0
2020-11-26,9259.572222222225,58.5
2020-11-27,8913.072222222223,59.5
2020-11-28,9177.972222222224,61.5
2020-11-29,8970.638888888889,57.5
2020-11-30,10491.072222222225,55.0
2020-12-01,11107.133333333331,30.0
2020-12-02,10905.961111111112,36.5
2020-12-03,10806.722222222224,37.0
2020-12-04,10806.116666666669,38.0
2020-12-05,10227.022222222222,35.0
2020-12-06,9801.455555555556,35.5
2020-12-07,10702.638888888889,35.5
2020-12-08,10941.383333333331,34.5
2020-12-09,10724.066666666668,42.5
2020-12-10,10553.08888888889,44.0
2020-12-11,10583.033333333333,40.0
2020-12-12,10186.483333333334,36.0
2020-12-13,9841.4,31.5
2020-12-14,11144.727777777778,26.5
2020-12-15,11592.611111111111,26.0
2020-12-16,11536.872222222222,31.5
2020-12-17,11368.494444444445,31.0
2020-12-18,11295.327777777778,30.5
2020-12-19,10476.266666666666,39.5
2020-12-20,9915.022222222222,36.5
2020-12-21,10871.627777777778,39.5
2020-12-22,10988.7,37.0
2020-12-23,10758.91111111111,42.0
2020-12-24,10554.244444444445,17.5
2020-12-25,10695.288888888888,15.0
2020-12-26,10754.183333333332,26.0
2020-12-27,10148.927777777775,36.0
2020-12-28,10957.927777777775,44.0
2020-12-29,11562.41111111111,25.0
2020-12-30,11549.994444444445,30.5
2020-12-31,11486.994444444445,23.5
2021-01-01,10575.288888888888,27.0
2021-01-02,10166.25,31.5
2021-01-03,9927.622222222222,29.5
2021-01-04,11105.694444444443,27.0
2021-01-05,11216.511111111113,33.0
2021-01-06,11368.611111111111,35.0
2021-01-07,11249.822222222225,35.5
2021-01-08,11064.388888888889,33.0
2021-01-09,10396.461111111112,32.5
2021-01-10,10041.533333333333,26.5
2021-01-11,11231.91111111111,26.0
2021-01-12,11357.566666666668,32.0
2021-01-13,11086.294444444444,36.0
2021-01-14,10945.316666666668,36.0
2021-01-15,10919.972222222224,34.5
2021-01-16,10367.638888888889,33.0
2021-01-17,9936.488888888887,30.5
2021-01-18,11083.933333333332,26.5
2021-01-19,11495.527777777776,26.0
2021-01-20,11584.738888888887,23.5
2021-01-21,11278.333333333334,34.5
2021-01-22,11505.622222222222,21.0
2021-01-23,11300.155555555555,20.0
2021-01-24,10417.077777777778,30.5
2021-01-25,11178.638888888889,31.0
2021-01-26,11425.2,28.5
2021-01-27,11729.966666666667,20.5
2021-01-28,12052.944444444443,17.0
2021-01-29,12369.683333333332,24.0
